outcome,month,MMWR week,Age group,Vaccine product,Vaccinated with outcome,Fully vaccinated population,Unvaccinated with outcome,Unvaccinated population,Crude vax IR,Crude unvax IR,Crude IRR,Age adjusted vax IR,Age adjusted unvax IR,Age adjusted IRR,Continuity correction,,,,,,,,,
death,21-Nov,202147,30-49,all_types,25,35078886,352,15224939,0.071267942,2.311996127,32.44089943,,,,0,,,,,,,,,
death,21-Nov,202147,50-64,all_types,167,29202572,874,7709371,0.571867437,11.33685225,19.82426612,,,,0,,,,,,,,,
death,21-Nov,202147,65-79,all_types,456,21967280.8,1135,2529039.1,2.0758145,44.87870512,21.6198052,,,,1,,,,,,,,,
death,21-Nov,202147,80+,all_types,523,6335792.45,733,1190785.45,8.254689593,61.5560091,7.457095559,,,,1,,,,,,,,,
death,21-Nov,202147,all_ages_adj,Janssen,121,9301955,3138,47522544.55,1.300801821,6.603181773,5.076239646,1.471502893,10.48721478,7.126873366,0,,,,,,,,,
death,21-Nov,202147,all_ages_adj,Moderna,523,43267506,3138,47522544.55,1.208759294,6.603181773,5.462776425,0.677682736,10.48721478,15.47510986,0,,,,,,,,,
death,21-Nov,202147,all_ages_adj,Pfizer,527,66286800,3138,47632097.55,0.795030081,6.58799457,8.286472077,0.643038635,10.48721478,16.30884087,0,,,,,,,,,
death,21-Nov,202147,all_ages_adj,all_types,1174,118934127.3,3138,47632097.55,0.987101034,6.58799457,6.674083343,0.698539012,10.48721478,15.01306957,0,,,,,,,,,
death,21-Dec,202148, 12-17,all_types,0,7904266,0,7059272,0,0,,,,,0,,,,,,,,,
death,21-Dec,202148,18-29,all_types,1,18638256,48,13677702,0.00536531,0.350936144,65.40837693,,,,0,,,,,,,,,
death,21-Dec,202148,30-49,all_types,34,35289106,369,14950414,0.096347014,2.468159076,25.61739037,,,,0,,,,,,,,,
death,21-Dec,202148,50-64,all_types,173,29323611,1079,7517473.3,0.589968268,14.3532269,24.32881169,,,,1,,,,,,,,,
death,21-Dec,202148,65-79,all_types,517,22036657.8,1481,2463918.1,2.346090794,60.10751737,25.6202861,,,,1,,,,,,,,,
death,21-Dec,202148,80+,all_types,570,6357197.45,943,1169738.45,8.966215136,80.61631213,8.991119543,,,,1,,,,,,,,,
death,21-Dec,202148,all_ages_adj,Janssen,153,9373644,3920,46731720.85,1.632236087,8.388306548,5.139150284,1.882181218,13.57547821,7.212630794,0,,,,,,,,,
death,21-Dec,202148,all_ages_adj,Moderna,535,43452927,3920,46731720.85,1.231217405,8.388306548,6.81301817,0.674911196,13.57547821,20.11446586,0,,,,,,,,,
death,21-Dec,202148,all_ages_adj,Pfizer,607,66644814,3920,46838517.85,0.910798551,8.369180281,9.188837944,0.745170688,13.57547821,18.21794446,0,,,,,,,,,
death,21-Dec,202148,all_ages_adj,all_types,1295,119549094.3,3920,46838517.85,1.083236982,8.369180281,7.726084342,0.767986832,13.57547821,17.676707,0,,,,,,,,,
death,21-Dec,202149,11-May,all_types,0,219950,2,16118055,0,0.0124084,,,,,0,,,,,,,,,
death,21-Dec,202149, 12-17,all_types,0,8281487,5,7314255,0,0.068359662,,,,,0,,,,,,,,,
death,21-Dec,202149,18-29,all_types,2,19693168,31,13777754,0.0101558,0.225000388,22.15485224,,,,0,,,,,,,,,
death,21-Dec,202149,30-49,all_types,30,37251047,410,14990274,0.080534649,2.735106777,33.9618637,,,,0,,,,,,,,,
death,21-Dec,202149,50-64,all_types,170,30983147,1081,7475920.3,0.548685387,14.45975822,26.35345968,,,,1,,,,,,,,,
death,21-Dec,202149,65-79,all_types,492,23130552.5,1492,2459207.4,2.127056844,60.66995407,28.52295849,,,,1,,,,,,,,,
death,21-Dec,202149,80+,all_types,539,6727716.45,956,1168717.9,8.011633725,81.79903807,10.21003217,,,,1,,,,,,,,,
death,21-Dec,202149,all_ages_adj,Janssen,154,9913066,3977,62685204.6,1.553505242,6.344399808,4.083925586,1.4722861,12.26874216,8.333123678,0,,,,,,,,,
death,21-Dec,202149,all_ages_adj,Moderna,523,45808930,3977,62685204.6,1.141698791,6.344399808,5.556982154,0.568314176,12.26874216,21.5879573,0,,,,,,,,,
death,21-Dec,202149,all_ages_adj,Pfizer,554,70521298,3977,63304183.6,0.78557828,6.282365199,7.997121811,0.571133464,12.26860703,21.48115598,0,,,,,,,,,
death,21-Dec,202149,all_ages_adj,all_types,1233,126287068,3977,63304183.6,0.976347001,6.282365199,6.434561888,0.616224489,12.26860703,19.90931431,0,,,,,,,,,
death,21-Dec,202150,11-May,all_types,0,923576,2,15751996,0,0.0126968,,,,,0,,,,,,,,,
death,21-Dec,202150, 12-17,all_types,1,8363009,1,7238120,0.0119574,0.0138157,1.155411764,,,,0,,,,,,,,,
death,21-Dec,202150,18-29,all_types,3,19812800,40,13564249,0.0151417,0.294892847,19.47550997,,,,0,,,,,,,,,
death,21-Dec,202150,30-49,all_types,37,37438594,364,14697390,0.098828498,2.476630204,25.05987911,,,,0,,,,,,,,,
death,21-Dec,202150,50-64,all_types,165,31096565,979,7297835.55,0.530605229,13.41493643,25.28232986,,,,1,,,,,,,,,
death,21-Dec,202150,65-79,all_types,446,23182806.6,1380,2407637.4,1.923839541,57.31760106,29.79333767,,,,1,,,,,,,,,
death,21-Dec,202150,80+,all_types,439,6742452.45,770,1151817.9,6.510983997,66.85084509,10.26739509,,,,1,,,,,,,,,
death,21-Dec,202150,all_ages_adj,Janssen,118,9974365,3536,61520868.85,1.183032704,5.747643143,4.858397508,1.127848933,11.15184339,9.887710189,0,,,,,,,,,
death,21-Dec,202150,all_ages_adj,Moderna,439,45968909,3536,61520868.85,0.954993298,5.747643143,6.018516734,0.474175943,11.15184339,23.51836601,0,,,,,,,,,
death,21-Dec,202150,all_ages_adj,Pfizer,533,71574710,3536,62109045.85,0.744676437,5.693212561,7.645216474,0.553052788,11.15178093,20.16404431,0,,,,,,,,,
death,21-Dec,202150,all_ages_adj,all_types,1091,127559803.1,3536,62109045.85,0.855285109,5.693212561,6.65650846,0.547207496,11.15178093,20.37943744,0,,,,,,,,,
death,21-Dec,202151,11-May,all_types,0,1749158,1,15377690,0,0.00650293,,,,,0,,,,,,,,,
death,21-Dec,202151, 12-17,all_types,1,8463906,1,7139661,0.0118149,0.0140063,1.185477294,,,,0,,,,,,,,,
death,21-Dec,202151,18-29,all_types,5,19947237,40,13316188,0.0250661,0.300386267,11.98375211,,,,0,,,,,,,,,
death,21-Dec,202151,30-49,all_types,46,37649725,352,14386981,0.122178847,2.44665646,20.02520497,,,,0,,,,,,,,,
death,21-Dec,202151,50-64,all_types,214,31225561,956,7111974.55,0.685335966,13.44211784,19.61390985,,,,1,,,,,,,,,
death,21-Dec,202151,65-79,all_types,554,23239873.6,1369,2356868.4,2.383833964,58.08555115,24.36644164,,,,1,,,,,,,,,
death,21-Dec,202151,80+,all_types,578,6758669.45,947,1135829.9,8.551979118,83.37516031,9.749224029,,,,1,,,,,,,,,
death,21-Dec,202151,all_ages_adj,Janssen,191,10045399,3666,60267815.85,1.90136798,6.082848612,3.199195883,1.871402988,11.81542276,6.313670991,0,,,,,,,,,
death,21-Dec,202151,all_ages_adj,Moderna,555,46148648,3666,60267815.85,1.202635449,6.082848612,5.057932242,0.595083418,11.81542276,19.85506972,0,,,,,,,,,
death,21-Dec,202151,all_ages_adj,Pfizer,650,72801115,3666,60825192.85,0.892843468,6.027107894,6.75046423,0.675338886,11.81538349,17.49548817,0,,,,,,,,,
death,21-Dec,202151,all_ages_adj,all_types,1398,129034130.1,3666,60825192.85,1.083434282,6.027107894,5.562965836,0.700598255,11.81538349,16.86470585,0,,,,,,,,,
death,21-Dec,202152,11-May,all_types,0,2291682,3,15061422,0,0.0199184,,,,,0,,,,,,,,,
death,21-Dec,202152, 12-17,all_types,1,8548138,2,7050176,0.0116985,0.0283681,2.42494315,,,,0,,,,,,,,,
death,21-Dec,202152,18-29,all_types,18,20071641,62,13104741,0.089678766,0.47311122,5.275621421,,,,0,,,,,,,,,
death,21-Dec,202152,30-49,all_types,110,37833423,491,14136633.1,0.29074821,3.473245691,11.94588849,,,,1,,,,,,,,,
death,21-Dec,202152,50-64,all_types,522,31335638,1220,6963661.55,1.665834919,17.51951888,10.5169598,,,,1,,,,,,,,,
death,21-Dec,202152,65-79,all_types,1207,23284710.2,1953,2319806.4,5.183659103,84.18805983,16.24104868,,,,1,,,,,,,,,
death,21-Dec,202152,80+,all_types,1451,6771394.45,1627,1125053.9,21.42837802,144.6152935,6.748774611,,,,1,,,,,,,,,
death,21-Dec,202152,all_ages_adj,Janssen,381,10103547,5358,59230425.95,3.770952914,9.046026454,2.398870169,3.861100608,17.64499718,4.569939759,0,,,,,,,,,
death,21-Dec,202152,all_ages_adj,Moderna,1253,46311040,5358,59230425.95,2.705618358,9.046026454,3.343422928,1.362330202,17.64499718,12.95207077,0,,,,,,,,,
death,21-Dec,202152,all_ages_adj,Pfizer,1669,73686305,5358,59761493.95,2.265007046,8.96563932,3.958327343,1.739066728,17.64489775,10.14618788,0,,,,,,,,,
death,21-Dec,202152,all_ages_adj,all_types,3309,130136626.7,5358,59761493.95,2.54271229,8.96563932,3.526014073,1.666200356,17.64489775,10.58990156,0,,,,,,,,,
death,22-Jan,202201,11-May,all_types,1,2593107,3,14748513,0.0385638,0.020341,0.527464769,,,,0,,,,,,,,,
death,22-Jan,202201, 12-17,all_types,1,8616836,6,6942605,0.0116052,0.086422892,7.446918844,,,,0,,,,,,,,,
death,22-Jan,202201,18-29,all_types,14,20188144,67,12885651,0.069347633,0.519958208,7.497850838,,,,0,,,,,,,,,
death,22-Jan,202201,30-49,all_types,160,37995339,558,13878172.1,0.421104283,4.020702409,9.547996941,,,,1,,,,,,,,,
death,22-Jan,202201,50-64,all_types,725,31433743,1531,6818157.55,2.306438657,22.45474659,9.735679082,,,,1,,,,,,,,,
death,22-Jan,202201,65-79,all_types,1822,23324241.2,2729,2282885.4,7.811615325,119.5416993,15.3030704,,,,1,,,,,,,,,
death,22-Jan,202201,80+,all_types,2303,6782619.45,2451,1114450.9,33.95443334,219.9289354,6.477178788,,,,1,,,,,,,,,
death,22-Jan,202201,all_ages_adj,Janssen,569,10146210,7345,58160573.95,5.608005354,12.62882998,2.251929017,5.74321483,24.8651487,4.329482604,0,,,,,,,,,
death,22-Jan,202201,all_ages_adj,Moderna,1899,46463162,7345,58160573.95,4.087108837,12.62882998,3.089917711,2.068075956,24.8651487,12.02332469,0,,,,,,,,,
death,22-Jan,202201,all_ages_adj,Pfizer,2548,74292424,7345,58670434.95,3.42969022,12.51908224,3.650207871,2.645406292,24.86498583,9.399306979,0,,,,,,,,,
death,22-Jan,202201,all_ages_adj,all_types,5026,130934029.7,7345,58670434.95,3.838574291,12.51908224,3.261388549,2.52440144,24.86498583,9.849854083,0,,,,,,,,,
death,22-Jan,202202,11-May,all_types,0,2852250,7,14451766,0,0.048437,,,,,0,,,,,,,,,
death,22-Jan,202202, 12-17,all_types,5,8678098,6,6829987,0.0576163,0.087847898,1.524705333,,,,0,,,,,,,,,
death,22-Jan,202202,18-29,all_types,20,20293127,60,12647293,0.098555536,0.47440982,4.813629367,,,,0,,,,,,,,,
death,22-Jan,202202,30-49,all_types,127,38136901,480,13606276.1,0.333010802,3.52778377,10.59360161,,,,1,,,,,,,,,
death,22-Jan,202202,50-64,all_types,655,31515093,1424,6690746.95,2.078369244,21.28312445,10.24029995,,,,1,,,,,,,,,
death,22-Jan,202202,65-79,all_types,1831,23353869.2,2684,2251346.4,7.840242592,119.2175491,15.20584953,,,,1,,,,,,,,,
death,22-Jan,202202,80+,all_types,2409,6790522.45,2640,1104699.9,35.47591541,238.9789299,6.736371062,,,,1,,,,,,,,,
death,22-Jan,202202,all_ages_adj,Janssen,511,10178563,7301,57092278.35,5.020355034,12.78806909,2.54724397,5.166066635,25.1600914,4.870260717,0,,,,,,,,,
death,22-Jan,202202,all_ages_adj,Moderna,2075,46584472,7301,57092278.35,4.454273948,12.78806909,2.870966007,2.229619682,25.1600914,11.28447672,0,,,,,,,,,
death,22-Jan,202202,all_ages_adj,Pfizer,2457,74827109,7301,57582115.35,3.283569328,12.67928411,3.861433349,2.547261285,25.15984116,9.877212562,0,,,,,,,,,
death,22-Jan,202202,all_ages_adj,all_types,5047,131619860.7,7301,57582115.35,3.834527688,12.67928411,3.306609089,2.521119011,25.15984116,9.979632477,0,,,,,,,,,
death,22-Jan,202203,11-May,all_types,0,3130025,6,14196778,0,0.0422631,,,,,0,,,,,,,,,
death,22-Jan,202203, 12-17,all_types,4,8755318,5,6719903,0.0456865,0.074405836,1.628616886,,,,0,,,,,,,,,
death,22-Jan,202203,18-29,all_types,16,20406959,58,12457436.45,0.078404627,0.465585357,5.93823831,,,,1,,,,,,,,,
death,22-Jan,202203,30-49,all_types,141,38290051,359,13395811.1,0.36824187,2.67994224,7.277668442,,,,1,,,,,,,,,
death,22-Jan,202203,50-64,all_types,604,31599084,1216,6601767.95,1.911447813,18.41930842,9.636312484,,,,1,,,,,,,,,
death,22-Jan,202203,65-79,all_types,1681,23384693.2,2536,2227043.3,7.188462922,113.8729543,15.84107139,,,,1,,,,,,,,,
death,22-Jan,202203,80+,all_types,2132,6798250.45,2337,1097244.9,31.36100995,212.988003,6.791490558,,,,1,,,,,,,,,
death,22-Jan,202203,all_ages_adj,Janssen,462,10214082,6517,56222509.7,4.523167133,11.59144271,2.56268282,4.702527056,22.95137054,4.880646143,0,,,,,,,,,
death,22-Jan,202203,all_ages_adj,Moderna,1912,46723145,6517,56222509.7,4.092190284,11.59144271,2.832576665,2.07824268,22.95137054,11.04364315,0,,,,,,,,,
death,22-Jan,202203,all_ages_adj,Pfizer,2197,75399812,6517,56695984.7,2.913800369,11.49464117,3.944896602,2.268490807,22.95115926,10.1173693,0,,,,,,,,,
death,22-Jan,202203,all_ages_adj,all_types,4578,132364380.7,6517,56695984.7,3.458634398,11.49464117,3.32346234,2.288660577,22.95115926,10.0282058,0,,,,,,,,,
death,22-Jan,202204,11-May,all_types,1,3414867,8,13990883,0.0292837,0.0571801,1.952624148,,,,0,,,,,,,,,
death,22-Jan,202204, 12-17,all_types,4,8844024,11,6629042,0.0452283,0.165936496,3.668865878,,,,0,,,,,,,,,
death,22-Jan,202204,18-29,all_types,15,20523661,36,12300262.45,0.073086376,0.292676682,4.004531334,,,,1,,,,,,,,,
death,22-Jan,202204,30-49,all_types,110,38446618,298,13212001.1,0.286110992,2.255525092,7.883391965,,,,1,,,,,,,,,
death,22-Jan,202204,50-64,all_types,495,31683354,1070,6526829.95,1.562334594,16.39386974,10.49318744,,,,1,,,,,,,,,
death,22-Jan,202204,65-79,all_types,1270,23415209.2,2040,2204769.3,5.423825126,92.52668749,17.05930507,,,,1,,,,,,,,,
death,22-Jan,202204,80+,all_types,1660,6806139.45,1922,1090684.95,24.38974417,176.2195398,7.225149168,,,,1,,,,,,,,,
death,22-Jan,202204,all_ages_adj,Janssen,328,10253585,5385,55493766.75,3.198881172,9.703792544,3.033495783,3.257512899,19.01537998,5.837392075,0,,,,,,,,,
death,22-Jan,202204,all_ages_adj,Moderna,1490,46858190,5385,55493766.75,3.179806988,9.703792544,3.051692314,1.603748555,19.01537998,11.85683375,0,,,,,,,,,
death,22-Jan,202204,all_ages_adj,Pfizer,1735,75997114,5385,55954472.75,2.28298143,9.623895527,4.215494441,1.802039227,19.01503416,10.55195352,0,,,,,,,,,
death,22-Jan,202204,all_ages_adj,all_types,3555,133133872.7,5385,55954472.75,2.670244566,9.623895527,3.604125124,1.781577116,19.01503416,10.67314684,0,,,,,,,,,
death,22-Feb,202205,11-May,all_types,0,3647907,3,13847487,0,0.0216646,,,,,0,,,,,,,,,
death,22-Feb,202205, 12-17,all_types,2,8925300,4,6560374,0.0224082,0.0609721,2.72097292,,,,0,,,,,,,,,
death,22-Feb,202205,18-29,all_types,7,20625697,23,12172994.45,0.0339382,0.188942828,5.567253609,,,,1,,,,,,,,,
death,22-Feb,202205,30-49,all_types,67,38579837,182,13066841.1,0.173665845,1.392838549,8.020221522,,,,1,,,,,,,,,
death,22-Feb,202205,50-64,all_types,322,31753029,706,6473514.6,1.014076484,10.90597679,10.75458998,,,,1,,,,,,,,,
death,22-Feb,202205,65-79,all_types,973,23439229.2,1451,2189726.3,4.151160397,66.26398925,15.96276292,,,,1,,,,,,,,,
death,22-Feb,202205,80+,all_types,1044,6812632.45,1420,1086122.95,15.3244727,130.7402629,8.531468941,,,,1,,,,,,,,,
death,22-Feb,202205,all_ages_adj,Janssen,232,10282008,3789,54945514.4,2.2563686,6.895922336,3.05620382,2.321646628,13.56198871,5.841538734,0,,,,,,,,,
death,22-Feb,202205,all_ages_adj,Moderna,1040,46973847,3789,54945514.4,2.21399793,6.895922336,3.114692315,1.11115672,13.56198871,12.20528883,0,,,,,,,,,
death,22-Feb,202205,all_ages_adj,Pfizer,1138,76504994,3789,55397060.4,1.487484595,6.839713105,4.598174078,1.158867167,13.56186149,11.70268852,0,,,,,,,,,
death,22-Feb,202205,all_ages_adj,all_types,2415,133783631.7,3789,55397060.4,1.805153568,6.839713105,3.788992375,1.192255963,13.56186149,11.37495798,0,,,,,,,,,
death,22-Feb,202206,11-May,all_types,0,3905255,5,13700473,0,0.0364951,,,,,0,,,,,,,,,
death,22-Feb,202206, 12-17,all_types,0,9010120,6,6490139,0,0.092447943,,,,,0,,,,,,,,,
death,22-Feb,202206,18-29,all_types,4,20728523,21,12062603.45,0.0192971,0.174091771,9.021663209,,,,1,,,,,,,,,
death,22-Feb,202206,30-49,all_types,54,38711249,115,12936035.1,0.139494337,0.888989548,6.37294366,,,,1,,,,,,,,,
death,22-Feb,202206,50-64,all_types,194,31817837,500,6429832.6,0.609720893,7.776252215,12.75378997,,,,1,,,,,,,,,
death,22-Feb,202206,65-79,all_types,636,23461046.2,1075,2174598.3,2.710876551,49.43441738,18.23558412,,,,1,,,,,,,,,
death,22-Feb,202206,80+,all_types,716,6818171.45,976,1081632.95,10.5013493,90.23393749,8.59260414,,,,1,,,,,,,,,
death,22-Feb,202206,all_ages_adj,Janssen,139,10305969,2698,54431991.4,1.348732953,4.956643934,3.675037319,1.438833807,9.76106446,6.784011061,0,,,,,,,,,
death,22-Feb,202206,all_ages_adj,Moderna,678,47079000,2698,54431991.4,1.440132543,4.956643934,3.441797047,0.727406544,9.76106446,13.41899457,0,,,,,,,,,
death,22-Feb,202206,all_ages_adj,Pfizer,784,77046544,2698,54875314.4,1.017566732,4.916600532,4.83172295,0.807144983,9.760862601,12.09307226,0,,,,,,,,,
death,22-Feb,202206,all_ages_adj,all_types,1604,134452201.7,2698,54875314.4,1.192989018,4.916600532,4.121245425,0.794548466,9.760862601,12.28479195,0,,,,,,,,,
death,22-Feb,202207,11-May,all_types,0,4141327,3,13604295,0,0.0220519,,,,,0,,,,,,,,,
death,22-Feb,202207, 12-17,all_types,0,9089390,0,6440483,0,0,,,,,0,,,,,,,,,
death,22-Feb,202207,18-29,all_types,3,20832583,14,11974238.45,0.0144005,0.116917665,8.118989869,,,,1,,,,,,,,,
death,22-Feb,202207,30-49,all_types,31,38840674,83,12835427.95,0.079813239,0.646647703,8.102010523,,,,1,,,,,,,,,
death,22-Feb,202207,50-64,all_types,127,31878007,352,6399315.6,0.398393789,5.500588219,13.80691258,,,,1,,,,,,,,,
death,22-Feb,202207,65-79,all_types,428,23480086.2,662,2164103.3,1.822821247,30.59003699,16.78169873,,,,1,,,,,,,,,
death,22-Feb,202207,80+,all_types,454,6823107.45,576,1078347.95,6.653859745,53.41504104,8.027677631,,,,1,,,,,,,,,
death,22-Feb,202207,all_ages_adj,Janssen,78,10326098,1690,54059952.25,0.755367613,3.126158884,4.138592692,0.761501044,6.092219257,8.000276958,0,,,,,,,,,
death,22-Feb,202207,all_ages_adj,Moderna,489,47181773,1690,54059952.25,1.036417177,3.126158884,3.016313269,0.528047301,6.092219257,11.53726047,0,,,,,,,,,
death,22-Feb,202207,all_ages_adj,Pfizer,474,77558547,1690,54496211.25,0.611151212,3.101133017,5.07424833,0.483970056,6.09215093,12.58786749,0,,,,,,,,,
death,22-Feb,202207,all_ages_adj,all_types,1043,135085174.7,1690,54496211.25,0.772105453,3.101133017,4.016463041,0.513452229,6.09215093,11.86507837,0,,,,,,,,,
death,22-Feb,202208,11-May,all_types,0,4348908,0,13505318,0,0,,,,,0,,,,,,,,,
death,22-Feb,202208, 12-17,all_types,0,9163334,1,6391588,0,0.0156456,,,,,0,,,,,,,,,
death,22-Feb,202208,18-29,all_types,2,20932395,9,11896128.45,0.0095546,0.075654866,7.91818766,,,,1,,,,,,,,,
death,22-Feb,202208,30-49,all_types,11,38961425,65,12747166.95,0.0282331,0.509917225,18.06100157,,,,1,,,,,,,,,
death,22-Feb,202208,50-64,all_types,93,31932714,227,6371738.6,0.291237381,3.562606915,12.23265675,,,,1,,,,,,,,,
death,22-Feb,202208,65-79,all_types,269,23497724.2,453,2154845.3,1.144791716,21.0223908,18.3635071,,,,1,,,,,,,,,
death,22-Feb,202208,80+,all_types,331,6827589.45,390,1075649.95,4.847977495,36.25714853,7.478819479,,,,1,,,,,,,,,
death,22-Feb,202208,all_ages_adj,Janssen,56,10344276,1145,53715112.25,0.541362199,2.131616136,3.937504577,0.55531729,4.155994655,7.484000102,0,,,,,,,,,
death,22-Feb,202208,all_ages_adj,Moderna,313,47291810,1145,53715112.25,0.661848214,2.131616136,3.220702405,0.332991833,4.155994655,12.48077051,0,,,,,,,,,
death,22-Feb,202208,all_ages_adj,Pfizer,337,78010909,1145,54142435.25,0.431990864,2.114792205,4.895455852,0.343075451,4.155980563,12.11389665,0,,,,,,,,,
death,22-Feb,202208,all_ages_adj,all_types,706,135664089.7,1145,54142435.25,0.520403006,2.114792205,4.063758629,0.345945994,4.155980563,12.01337964,0,,,,,,,,,
death,22-Mar,202209,11-May,all_types,0,4507539,0,13427858,0,0,,,,,0,,,,,,,,,
death,22-Mar,202209, 12-17,all_types,0,9222582,0,6352136,0,0,,,,,0,,,,,,,,,
death,22-Mar,202209,18-29,all_types,0,21018493,5,11825830.45,0,0.0422803,,,,,1,,,,,,,,,
death,22-Mar,202209,30-49,all_types,14,39063456,44,12670429.95,0.0358391,0.347265248,9.689557671,,,,1,,,,,,,,,
death,22-Mar,202209,50-64,all_types,64,31977137,150,6348278.6,0.200142996,2.36284526,11.80578541,,,,1,,,,,,,,,
death,22-Mar,202209,65-79,all_types,203,23512536.2,307,2146526.3,0.863369218,14.30217743,16.56554013,,,,1,,,,,,,,,
death,22-Mar,202209,80+,all_types,254,6831600.45,262,1073018.95,3.718016032,24.41708975,6.567236271,,,,1,,,,,,,,,
death,22-Mar,202209,all_ages_adj,Janssen,33,10362510,768,53423194.25,0.318455664,1.437577836,4.514216577,0.322716339,2.806232034,8.695661466,0,,,,,,,,,
death,22-Mar,202209,all_ages_adj,Moderna,240,47379732,768,53423194.25,0.50654571,1.437577836,2.838002192,0.254890957,2.806232034,11.00953942,0,,,,,,,,,
death,22-Mar,202209,all_ages_adj,Pfizer,262,78375501,768,53844078.25,0.334288134,1.426340695,4.266800251,0.268164651,2.806232034,10.46458591,0,,,,,,,,,
death,22-Mar,202209,all_ages_adj,all_types,535,136133343.7,768,53844078.25,0.392997032,1.426340695,3.629393047,0.263514289,2.806232034,10.64925944,0,,,,,,,,,
death,22-Mar,202210,11-May,all_types,0,4633391,1,13369972,0,0.00747945,,,,,0,,,,,,,,,
death,22-Mar,202210, 12-17,all_types,0,9272520,1,6322333,0,0.0158169,,,,,0,,,,,,,,,
death,22-Mar,202210,18-29,all_types,0,21090833,9,11768140.45,0,0.076477673,,,,,1,,,,,,,,,
death,22-Mar,202210,30-49,all_types,9,39147102,40,12615520.8,0.0229902,0.317069748,13.79151307,,,,1,,,,,,,,,
death,22-Mar,202210,50-64,all_types,45,32013495,93,6329544.6,0.140565721,1.469300019,10.45276196,,,,1,,,,,,,,,
death,22-Mar,202210,65-79,all_types,142,23524744.2,196,2140494.1,0.603619741,9.156764319,15.16975622,,,,1,,,,,,,,,
death,22-Mar,202210,80+,all_types,161,6834854.45,189,1071104.95,2.355573205,17.64532971,7.490885734,,,,1,,,,,,,,,
death,22-Mar,202210,all_ages_adj,Janssen,21,10376995,529,51026631.9,0.202370725,1.036713536,5.12284342,0.20483386,1.903866812,9.29468796,0,,,,,,,,,
death,22-Mar,202210,all_ages_adj,Moderna,173,47447417,529,53199740.9,0.364614158,0.994365745,2.72717261,0.177769121,1.903696962,10.70881686,0,,,,,,,,,
death,22-Mar,202210,all_ages_adj,Pfizer,163,78677873,529,53617109.9,0.207173877,0.986625353,4.762305782,0.167748372,1.903660521,11.34830994,0,,,,,,,,,
death,22-Mar,202210,all_ages_adj,all_types,357,136516939.7,529,53617109.9,0.261506009,0.986625353,3.772859211,0.174921338,1.903660521,10.88295198,0,,,,,,,,,
death,22-Mar,202211,11-May,all_types,0,4731700,1,13317988,0,0.00750864,,,,,0,,,,,,,,,
death,22-Mar,202211, 12-17,all_types,0,9312572,0,6293536,0,0,,,,,0,,,,,,,,,
death,22-Mar,202211,18-29,all_types,1,21152530,6,11714661.45,0.00472757,0.0512179,10.83387519,,,,1,,,,,,,,,
death,22-Mar,202211,30-49,all_types,7,39219119,23,12567317.15,0.0178484,0.183014399,10.25380501,,,,1,,,,,,,,,
death,22-Mar,202211,50-64,all_types,27,32043913,76,6311754.6,0.084259372,1.20410258,14.29042901,,,,1,,,,,,,,,
death,22-Mar,202211,65-79,all_types,101,23535277.2,143,2134078.35,0.429143023,6.700784908,15.61433963,,,,1,,,,,,,,,
death,22-Mar,202211,80+,all_types,119,6837722.45,120,1069017.95,1.740345574,11.22525585,6.450015458,,,,1,,,,,,,,,
death,22-Mar,202211,all_ages_adj,Janssen,20,10389851,369,52993567.5,0.192495542,0.696310925,3.61728338,0.191847296,1.33564229,6.962007371,0,,,,,,,,,
death,22-Mar,202211,all_ages_adj,Moderna,127,47505590,369,52993567.5,0.26733696,0.696310925,2.604619001,0.13463679,1.33564229,9.92033669,0,,,,,,,,,
death,22-Mar,202211,all_ages_adj,Pfizer,107,78924009,369,53408353.5,0.135573448,0.690903156,5.096153917,0.110486081,1.335619513,12.0885771,0,,,,,,,,,
death,22-Mar,202211,all_ages_adj,all_types,255,136832833.7,369,53408353.5,0.18635878,0.690903156,3.707381829,0.125494202,1.335619513,10.64287828,0,,,,,,,,,
death,22-Mar,202212,11-May,all_types,0,4806995,1,13265791,0,0.00753819,,,,,0,,,,,,,,,
death,22-Mar,202212, 12-17,all_types,0,9344161,0,6259693,0,0,,,,,0,,,,,,,,,
death,22-Mar,202212,18-29,all_types,0,21220125,2,11648595.45,0,0.0171695,,,,,1,,,,,,,,,
death,22-Mar,202212,30-49,all_types,6,39277593,22,12522477.15,0.0152759,0.17568409,11.50074696,,,,1,,,,,,,,,
death,22-Mar,202212,50-64,all_types,26,32068266,49,6294648.6,0.081077037,0.778439006,9.601226582,,,,1,,,,,,,,,
death,22-Mar,202212,65-79,all_types,61,23543919.2,109,2128515.35,0.259090254,5.120940284,19.76508267,,,,1,,,,,,,,,
death,22-Mar,202212,80+,all_types,91,6840058.45,92,1067096.95,1.330397988,8.621522159,6.480408296,,,,1,,,,,,,,,
death,22-Mar,202212,all_ages_adj,Janssen,17,10400517,275,52774519.5,0.163453413,0.521084801,3.187971372,0.181806784,1.007622499,5.542271171,0,,,,,,,,,
death,22-Mar,202212,all_ages_adj,Moderna,94,47552882,275,52774519.5,0.197674665,0.521084801,2.636072773,0.1049573,1.007622499,9.600308916,0,,,,,,,,,
death,22-Mar,202212,all_ages_adj,Pfizer,73,79135290,275,53186817.5,0.092247087,0.517045413,5.605005297,0.074154022,1.007599661,13.58793001,0,,,,,,,,,
